"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51"
"70" 306673.153146789 411347.867200742 122868.927697217 55605.2845665594 329371.879169886 318340.867497162 189894.96828746 389043.533422658 407722.833618698 126020.42935987 15961.3574604884 126166.458382933 162090.692977434 102806.241187576 14768.4159827525 6296.33730388169 35311.9801491628 205561.418239618 158684.628450117 63407.5774324698 372113.036462857 212069.551890399 62356.6842522199 246907.146614228 259500.037399763 110484.852443693 91348.6237116424 49951.1617927891 665.857320068631 110177.108931751 238111.173888144 166944.8178684 82104.2019277458 176511.250442997 255280.306168319 125881.388522673 103620.266596102 26440.3717167126 44324.2699983386 93439.5131971739 87141.3526750156 280434.53205152 77970.1042946181 449169.729123235 100027.622784008 123172.716800048 93363.6424420937 126882.496800411 400101.043772493 216966.543768886 29938.1806626813
"71" 104559.333735246 186110.864207627 101321.044733326 27390.4932156177 185475.77333666 171483.638329897 28103.6511129311 82201.1639307507 107851.111058841 39441.7571653159 76201.6333658996 147640.078297104 121517.804898673 57120.79568496 12825.6852062515 14255.9681045639 42705.4380012027 90813.7828807761 77853.8948886443 13664.2196320234 235260.844301613 295121.943471093 94445.1975524734 117857.068142266 197993.216314455 119105.008378279 52697.6795280001 69588.64533838 73350.6565527733 19359.8049130999 49844.4135825532 53147.8815516629 9094.54828853953 54477.6669533898 141656.703486901 20551.6338649639 44484.859366664 47661.0094917309 19324.4587914001 77903.6659490103 121209.021438392 539355.111411721 64514.9305872364 583332.260187555 73583.966077612 559015.133586158 375666.735231908 533784.773598565 1133197.02498145 335604.869606767 359283.513509166
"72" 20907.699488924 15912.5105406069 11005.3476897582 10556.598990947 21181.9232193842 2392.73448563197 52935.6450883767 156586.100342991 98352.1008371303 822.221966790844 71426.2038166888 128470.646411132 70727.9297982098 16640.8964096575 4332.43331412498 21575.5056649782 59915.9327944064 71685.2011543685 45356.7682009072 2145.85963990878 55049.1604803384 153614.476956956 116756.339238973 23482.7784402869 32762.4700800912 62846.9142307733 33031.0591148344 30235.7498997221 73154.7228875601 108076.362143594 196288.835764676 208351.171295892 81164.5020295406 54233.186577433 152173.399182621 114945.038934518 7104.29434027267 47044.0468695688 18085.4217373166 106334.227189245 35621.7076794237 884672.472537257 83354.4075691255 790199.956447203 126436.048783681 984055.693506976 1357885.82367481 325892.739246802 1883921.07963517 1733614.29899106 445282.997652994
"73" 50525.4454085255 85718.1666099487 94074.2931625342 103162.554527441 79175.2616157099 59543.3347583654 180733.587290719 409573.471701983 387329.157515225 101182.804767481 15224.6378899506 48953.2749899523 38408.5541551433 11705.5355837781 19757.183005824 43709.5220710777 55385.6164260596 33716.4985332158 11993.6181198064 4118.12233721757 34314.0290788386 120246.502195936 121028.729986371 27126.3026687393 6837.99409925943 25038.9965833519 15170.471858413 47524.9187075217 91338.1799018847 98427.9990081993 118346.515087126 143815.691362165 146589.558224191 114700.47151275 82306.3975361746 35826.8876021196 14011.999864776 18526.0198840538 55427.8427526888 73456.6083583073 8176.65177502093 647440.604600021 291302.436736186 244789.509314664 145203.519179831 374880.268976975 1371665.61799002 491023.585962343 456065.461222695 1394847.54728957 664567.201802526
"74" 153748.979091278 220594.307060698 280672.775209734 304956.157715616 181610.417797272 87111.7573689614 112488.110060387 243186.159091392 271688.264920468 143304.285686411 154779.596164208 135706.710533125 51983.6049900786 26880.6455137893 68143.5542555279 138481.20929997 71676.7584253522 2583.92262674107 10690.7010831291 17531.5131699485 80525.6181581305 181602.927065909 201804.031040486 152888.740519861 89661.8369036878 61733.1584721219 52331.9079213334 67846.8599877234 100023.750410519 75969.2651447352 48516.8675100702 52713.8074953912 116289.194046519 182117.725395855 142289.533789683 28737.6795966637 4770.05084293522 4314.12679200114 26731.6732930095 72166.3087374311 19925.2777151524 362282.579684066 143306.807000184 25507.7276104042 2970.08380711499 181183.145276763 420488.126123492 155335.940669835 46412.0293585147 209978.762928569 67873.5894335025
"75" 301401.69640332 460054.262732015 500587.772999057 420023.457715752 244853.100936656 156988.855617994 69713.7223450956 212542.447717548 207255.715395994 42377.3997717416 184767.73357077 173302.406152779 29835.936721598 14682.6544835093 150889.869088584 446676.942190641 275500.792323151 10201.5616933895 21351.1065287159 32843.5361213028 63422.2096669092 145588.049517851 274261.776817814 494720.509492729 578909.729945335 359364.600319246 104442.174017612 35271.4821455593 71717.3948973904 56762.0843399772 60314.2990194955 119946.343555753 221879.021958016 342326.866828918 331843.969685954 129119.56507531 20511.0428116261 12293.736014954 11338.562921622 101242.337907721 14051.5648608162 209366.658943048 42805.926161332 116991.395738521 19414.3537419071 241726.396699259 255517.666256849 8426.90311273059 186816.13138333 263502.680878924 77801.505105682
"76" 409617.740672049 583258.407915846 495942.042792577 375663.358954126 290878.854107225 165860.472157008 35632.5237704353 554406.643014946 578941.451841832 46205.1648968765 303265.984438994 414580.208443527 112595.971578355 16968.7270530037 173512.800978931 630478.70990482 526323.756518219 62848.9335763559 3110.61495547886 13535.3313193084 3679.05402937141 6459.16005619481 232309.226277679 1088584.15561558 1493713.15271125 747802.218523324 111888.567911866 185713.196798381 288708.346528121 140384.386783201 57614.0232954789 111588.107390825 247760.112040417 372516.40426659 353012.718361059 165188.282496128 43331.0495469905 30976.5578376039 20594.2094045692 59836.2850935688 17543.2264322499 36299.0097488037 5087.44745241181 170538.678578908 35632.9100834458 152915.455184787 171515.03245058 5371.92071747444 98774.9449859403 165986.654222366 37792.3777329372
"77" 1061167.61547405 1388788.02377451 832461.759517491 504578.427819409 763583.03039195 483245.604748077 120663.658142368 1412253.86078931 1315495.96662534 84160.4901947437 937217.065620173 1456965.39197834 635377.8980604 179350.177379027 405615.86794639 917047.413774267 626728.08956267 79706.4356877455 6910.17723863435 1201.77681301959 33796.9698276558 156053.61490244 300002.832768914 1458604.33504256 2020116.04585186 825579.175166694 81339.569240335 278908.300707653 646919.872785524 468105.925603405 88670.50505194 20249.7544272245 167527.806773501 228048.479961576 170840.151320709 84963.3331973201 39029.0261519834 21227.7107631222 8182.7885782097 27810.0529705754 2246.87756404211 28596.7526520891 17704.6393985832 147810.68556709 63034.6970147323 144218.627047788 106810.172079972 52636.0011392731 138707.90896711 64064.5030537481 88086.1678242417
"78" 1234424.62159758 3131641.77946974 3965005.50694366 3107974.52103889 2200322.20028438 853732.444727035 492528.122858144 2892638.83857754 1522032.01281174 229363.222781108 3497666.41874611 4402521.49756092 2132343.64845434 359049.520310536 726715.607463294 2158883.46846344 1635398.0511786 302433.501506491 64266.9826123242 56268.5908860711 40056.350482584 247435.271126436 721339.120153999 1377570.10849847 1538796.03775821 562401.140511036 66242.8628733752 48140.5167467867 576318.653621269 839742.728225351 342206.198194698 29635.9628640841 94677.5464660586 90449.122923471 16169.4479505802 8609.64334577613 27189.5985147523 52932.5128554661 18070.6186661863 33101.89655503 20262.9260615905 41257.1286132396 12695.6069679733 139702.107917503 109961.792626019 50674.0975191242 22394.9709356102 153415.759587162 333063.494494472 128810.157794738 70004.5054670941
"79" 535591.000224773 1656222.28914504 4866846.05858317 5882853.83608401 2601020.58597353 115450.946422276 1869418.10537817 3424615.66192169 629446.919538323 912542.959949025 4024176.60126697 4942653.67224658 4172743.1379633 1650678.00627125 151109.819946336 1985386.33944024 2781959.90025104 753461.331614955 108519.526221547 190056.796113583 94562.6728691804 44100.089975317 591823.830796629 894579.665481505 579174.313334857 129125.549300307 55182.2572890625 19119.2406982373 143950.089515265 538769.585871805 494284.257077788 117498.018255148 35992.5145995178 121938.310496536 70999.3106042828 76536.9929564067 112132.634559178 219465.005513002 140398.341655577 32064.298753485 34952.699610996 35167.6442640465 12711.3068612668 49785.911189659 12787.2430567071 8170.26729671241 21995.7278835902 130686.54700954 277721.090632979 112666.763672965 9314.09316418927
"80" 387217.495771358 378226.029554062 1184276.20633862 2014005.5144036 1212139.56096324 1002220.82602147 2218598.30102192 1958954.46760358 304892.962628514 140749.803334796 677835.287475115 1911702.12965138 3512084.05142109 2736210.96094763 677906.658556778 777978.832096779 1379236.03362804 385370.216521615 45067.4810307592 143941.672491378 51114.4326235729 8527.32174355433 149941.022508449 259985.436063699 166727.352641264 32630.6621968346 386.112311156132 752.687582979503 28352.5820847032 130591.890940124 268591.426794663 227239.950908168 49838.587180445 52969.7598065194 47427.6233283174 22428.7909501888 56163.7485395458 230466.282010982 263542.479558229 138748.108213831 97872.1324029763 41312.6881375225 9410.46522382736 20793.7197565279 3677.22802279986 76124.2818917811 100577.39128444 20312.6201647456 50672.4752224768 18941.0734349683 13912.6231837592
"81" 100822.933112075 141822.917690962 243240.15610838 174658.843728924 73735.592466692 534983.130802509 910287.194472004 800431.238481835 265645.698948174 43361.1406682248 4156.2617824674 226225.832707341 885783.505642327 1000265.10924771 373956.543201098 216478.745641478 278844.329295498 39299.5443246293 40916.7622607103 67701.4552569138 2605.86775596517 25737.4138670017 40391.9637479941 137042.269226776 201646.166167666 117511.777198116 37530.7438295421 34349.4273181311 60415.0017163211 81353.2685594533 129173.16064905 185594.261745216 105567.337562345 14245.5208333289 14025.2585745408 37590.0022188325 16683.5127577878 60998.3237763616 130311.85303347 145658.683751725 173382.67893263 69292.2051030605 3091.13748866624 30144.9537950339 10228.2748132263 36611.876717689 81861.7175197846 33827.8211363792 5215.19308195478 24120.1779621543 48880.2995461247
"82" 103971.984296567 168907.029085864 441420.946391583 366167.676585319 25350.4838712447 260207.256121089 444272.539665138 504163.440110669 215689.943335898 8129.17964530499 39753.4380930522 44940.7163618547 279340.118254224 375651.105788705 104911.124293239 37540.6323525492 74597.8479505208 11908.3567194017 25686.3080093187 96161.4383959884 49282.682967761 25409.716310507 48188.3004317113 180204.58113632 244551.434809553 201840.303599407 141199.316515088 85027.6403476135 59769.2191050586 33457.3201157654 47785.668061151 95856.3227779017 51865.5055525901 14642.3887692602 68329.72770448 126527.666209133 68422.0709111439 17504.4780581806 24558.2319420938 38758.6827004618 103176.838687187 73833.2338449774 8568.88922014937 22631.8748885568 10468.6840729441 10394.286563453 38599.6927384863 50187.8391734043 35305.8050542682 116238.952405151 169655.78804997
"83" 191667.255520375 87554.4822798634 240675.887546653 321983.535733228 45531.5372979716 70505.247540886 232547.153103362 386454.959725917 239718.313207493 15136.3159251392 19015.8593338218 15656.9882335265 143056.234064672 193262.649999793 20402.4668656347 41489.0371246235 57093.7493386501 24328.8273096509 1274.08986812127 63537.851915373 51109.7756109317 75.3315749765013 28335.6178432761 114455.430768343 175028.006706909 294202.985153986 368136.561112715 251507.864709421 85443.8180592079 4755.77802776315 93365.5168840625 198574.992105702 96270.0552154698 8736.55398612196 96965.8770841109 168782.414677613 86995.1242806383 14170.7371632698 8459.11461632326 6965.59829921374 6348.06843747412 13713.5537877606 1975.16288694717 11962.1730702745 4664.33635808484 4786.19612135553 32826.656099197 81291.4749546708 61633.5353453127 73249.3641811557 146368.970103795
"84" 130750.967594132 75183.6419492136 31577.2165594022 143336.159557248 30083.1578977533 13483.2640271213 162715.802556598 407509.823203165 237103.72371864 9933.25089159995 54141.9173838142 30710.7710845995 36773.287510006 65253.9125518822 16477.5258957305 151739.315139424 72609.555966327 18906.6724175136 15108.6034487813 4790.10567666184 5254.95210835945 24338.3303678585 55797.1823877413 140752.735104695 154435.609857665 374545.392358974 759739.038553842 736672.618974947 410779.931330668 300672.267049329 648295.500492044 857764.419807915 395997.664815815 15675.9582874596 148292.884674805 256137.239908078 150293.526215911 54775.8375180848 19016.8128988588 4787.71125821241 485.92074425093 3923.56009787254 5267.82605262403 11631.2243860812 9771.69015764138 259.144501723614 23283.9488998428 57363.0739683176 46086.4864028796 9886.90681592598 12483.8099430604
"85" 3745.11261571031 51035.8806757862 4169.66232938955 44299.1858815414 5217.20033223883 143576.850116283 380700.421671763 520362.742930316 199709.518522086 2129.10969743712 106494.938184338 92499.5030054993 53388.1617325608 57636.7132322516 22984.0340030018 218155.486422487 71625.5322900827 6072.10273715279 33433.4655799067 27067.9642134313 31293.1388454232 139802.722417252 116274.095300185 28902.8924228812 20180.4432130808 314663.196153672 954576.329244412 1199499.94792913 1317873.85677852 2043011.38002126 2856997.64416097 2294447.09992627 677597.047419675 126678.725273018 462544.393225033 421011.259738097 207024.1736971 101696.678665583 50858.5354243136 17625.0957959314 1601.31142342608 1049.35682380575 8157.17930998333 43921.7628755568 49302.425203196 19265.5777422225 29268.3015504265 23891.7460419359 3105.94057737324 9032.01813906444 15446.7836764297
"86" 154708.032199787 14420.2768547021 3462.39239800222 3331.59651148436 40560.2176924201 267436.589802819 333410.950737433 232970.634861988 71702.4060812388 20451.1877370734 151190.96855009 172968.958969259 133974.200253644 137513.23812075 9453.61709369463 170596.461105376 52545.1715153654 18575.6163883519 7553.09924375132 52416.9442363493 116552.284423128 239588.997769481 183916.294528679 72913.8149265111 155961.96439984 253839.163016714 751472.010299568 1405290.05856878 2421915.72314921 3529156.10923393 3292070.21300115 1527098.30225328 348610.483448157 651942.612507534 671796.774089549 245729.509404943 181549.174565822 186018.125120774 98225.5609291587 55358.7118840658 14799.1469851462 5038.35322791155 4754.96429548227 26332.8810909343 69365.1072474286 75779.7185515584 62599.3119021417 35116.3936972649 57099.7218558791 122222.405843863 125061.268276767
"87" 148173.740599655 81538.4836606784 31609.7447607897 4206.91546905368 38817.597219252 148010.657411319 107670.036589947 44930.8209202555 24362.1141151088 28311.6371894207 111692.492789337 181451.624724854 167251.928471995 152031.735820816 20299.2773787753 79478.1349788327 69586.8951736153 7759.09216419706 30671.6715926421 46337.1511826122 161943.686899859 256308.354867245 182899.250755698 126199.794556253 297390.554358625 288881.883832045 386495.011184161 758037.702786643 1310743.81435926 1761567.08399361 1307246.55347691 532014.861216695 362965.217230937 385487.282710032 100562.503017947 42555.2081765883 220540.348292746 209280.979140643 103573.124967847 85855.3519219351 35990.4806581277 207.531697339053 10889.6752256996 24019.8423073581 33916.605846434 54066.0859403629 69911.2257362495 43607.3326622518 74858.8874141932 248836.034184255 336725.909428006
"88" 72647.7322050089 46240.9830456803 15200.1439236717 2074.83972839918 37217.7143964423 88107.7670897575 40371.7747216804 67985.4976486367 61757.6369415389 24631.8671682321 33976.3484218912 84281.9430110627 105242.347025948 76352.8322425822 21850.7002588105 70557.0429499419 60154.1292842713 1880.2181874072 7273.27755318333 23565.1037125292 96366.1514414586 187538.369256753 168103.374819909 156398.775308083 257606.132529341 216584.764927049 137068.392141493 214426.885073674 275683.194919535 442415.505705222 418814.276898668 221131.600375158 132645.117725759 119159.671232933 51337.4180170437 34079.3035230125 72427.6612886284 74996.3253578956 32296.2983464391 47407.3142295603 44872.115582417 18350.9023106882 4436.48979059246 2511.82702938232 14957.657521103 28304.1768306851 53715.1578580682 44865.7878485508 41344.3888832082 297706.077205278 501502.661426105
"89" 3812.99228698971 8049.60853398312 11869.7214196183 15617.9107009834 88025.3285391979 141693.615534143 79026.2318732797 119876.465028194 94375.3101919771 30432.3564869507 12921.957844359 24211.8273048813 26337.9999421382 19720.2597745616 46246.5673081916 153841.652804643 82920.7123393761 4834.13348571596 425.858841159919 8354.70125491214 59995.2403262043 164738.105694212 205405.059524273 277046.604813858 378393.491996067 257068.024006929 95204.6633075702 180599.665159565 261703.15007763 345700.315485884 321052.465595679 195256.367788483 97343.5201516794 76783.9817009485 64109.3083564313 15738.2093628087 6004.35107203695 27199.0083481363 16029.4184761474 2453.42130719796 2244.4437871745 29153.9147096722 53842.3765098539 26698.6846241094 2101.57308266016 3883.7381600349 16841.8034685775 23452.363964319 18027.1360799246 225461.287857519 476828.787758504
"90" 20172.1686917448 6596.00094580102 171.901353437694 17365.271906401 166347.590631285 284236.903492423 138295.950634715 81281.7553264942 41853.1876416281 11466.505189077 38319.9888634357 57857.6228122733 25795.8220909253 12900.3516647181 68833.7235615993 161314.624692676 79551.6012663529 16496.3447609971 14279.3352859666 14025.8887091396 46537.4745391542 131995.059371334 147641.93425514 223322.191401074 373259.66012475 279674.065759543 58054.4928213705 105872.035879956 129782.692350236 144367.673520738 149614.549439877 126354.550901828 111580.237824757 70869.5349125064 24564.7103543739 33056.0078007575 33824.110280012 6615.70895574888 4291.29370597151 22178.3841282045 27086.8818349415 13901.0596665798 79321.9168547509 95501.4535164454 36887.1739531794 13652.9372478051 24963.7953238194 31863.8836174631 51964.880673667 188303.364745745 289132.73017094
"91" 50167.7044686242 25431.2583245648 23004.0754709459 33224.0720683902 178061.637566889 323265.104202089 122728.126063173 6739.08073077451 4277.86440708211 15080.3449390836 44971.3101898789 78215.6622549114 33751.1710508571 24898.9025698638 158955.944862119 178235.583064434 20757.3789781842 16890.5620070943 8378.79424813402 8946.05401683472 71510.1065528039 208396.690038377 211841.8781714 190733.235601826 306390.063616731 271052.177593538 66346.7384712538 114589.8851792 191242.183474154 118599.655916594 88141.0182979947 73741.1413932689 61401.6561053137 71470.4842910264 27946.8764323392 6739.21828026779 45121.2565093825 10909.2552204153 8010.13921498286 24449.7068810829 90160.599483182 69117.5983993605 49310.713165751 60842.0699097943 33847.652482104 33957.6719708592 70377.8373072616 86675.6818556278 68032.6050331232 145167.138795913 179621.78264887
"92" 39105.2190836289 40094.9472484794 43213.4955025888 51721.1277362852 180067.197866087 244603.958905679 39677.6447030802 49750.8193195439 89368.3433015877 68853.0125540574 43640.5780486771 89812.5890461153 56889.6812920594 35390.2884736818 333857.024271414 474630.479458258 131035.814294174 865.21387226534 5534.5771749636 11810.8526175291 131916.951256226 489068.6252491 503724.277863291 282012.186660516 352499.581047774 332195.943650791 132217.230859138 109135.82842952 228975.879522901 263877.993532014 236078.442505468 156873.94494602 82631.7318034978 99694.88339609 68078.4075837082 2207.46277115346 6143.55968180318 1650.9975306442 43092.287028136 55470.2013334644 124296.115805118 119585.971163091 12831.2160085952 7445.12708373048 4797.03237216344 18661.9993228607 63874.6083720711 98781.6979193972 49028.6940001101 65325.1852279217 171849.962313578
"93" 19216.1082262668 75846.9138392791 63629.407626116 26039.2609561589 120846.280958135 235443.802595595 21891.8314207934 178216.205885289 238867.807395274 109096.4293599 59841.3877441818 88145.2459187247 37752.0975823826 62038.3737558448 514058.524484971 771235.398585115 318546.225573623 62417.0251969859 8658.4499698627 32500.3578432166 467135.271521959 1572274.36992438 1370336.01327642 336946.970139281 394518.411641591 411268.876077966 107838.47903774 85021.7610777836 208860.095221707 295388.750393335 271433.961319913 123398.908437706 62222.579776115 123106.51439274 101433.860062439 12168.0596190507 330.366839075258 3196.27708575469 53630.8570619936 88340.2472468533 82484.0929394051 107608.663401944 3492.3649349262 6785.87149234174 161.580086190728 5224.24226888979 46316.7822551688 125661.351194771 87832.5101600511 30394.3108564953 218715.915150517
"94" 463780.244367848 208684.245734555 53142.2126873443 108314.420574113 185626.242223624 304539.439076919 108442.791786994 230961.254982056 260306.604736235 131016.064764966 180219.499581825 240441.144807935 121508.689227558 58000.356056068 671663.766197697 1139827.59505043 537970.431851741 67066.7801605531 41171.9310874054 239878.761323178 1575265.03639773 2874977.41660574 1445727.8590803 258069.382000008 578524.217196934 341262.933765294 35984.1937670365 177349.528470115 273769.055839655 253236.974873234 171087.055954877 54955.7508015466 36080.3417209275 67556.1931200471 59783.1400567329 32146.6985104897 18393.2269011089 39692.6717415249 90272.097363299 114353.755160223 54277.3158637258 101223.444940522 11283.0229173002 11972.4532984481 8086.1898867751 508.130525470494 13879.9753787374 111346.82382119 164675.557960082 20469.9700265281 72678.5967781181
"95" 1426553.08448374 282694.613827537 61116.9177015845 183282.898903766 267217.570413241 441357.288910938 211957.018054393 126661.533175835 216034.36252708 142659.331964536 144931.320708925 284130.001656147 545522.946270354 383799.099213091 433695.443647363 1113805.2180097 868934.526557336 161941.903849513 9943.71159509879 212295.771734846 1064102.07558852 1475334.22917331 927861.351832338 914020.397580869 646984.678229729 146890.829134817 165292.37615707 248607.56221483 191801.376657643 123951.976596311 76943.5200406548 33837.3537440123 32446.0844065326 49313.1688957512 41100.3699038597 95019.972737856 184855.950698397 87180.8800009274 95837.6642687954 113957.352632638 53537.6935363675 79794.5264689244 38319.0123756885 20752.3830332709 17717.8501385043 13768.9887406997 12428.9672784202 35978.785897838 98083.0210454634 47661.8766832468 15104.4670603488
"96" 726196.977341668 75587.8503022798 7142.32748024609 67858.8500069065 280999.006978245 401776.492303454 188727.050367824 9663.87182690001 155843.967391404 78057.1026314004 85004.4009302801 74803.6084934776 263850.023435803 738098.206881271 589452.416197108 527048.736768343 475032.761427735 146491.627641504 33441.9789531385 26791.8836955536 65881.4920128365 95956.3534777169 450357.837750947 619125.40779251 226888.923096079 69898.5746745777 114781.477778614 81517.4567700038 62248.4837870609 29820.8784204866 22059.3227167414 12884.6415028026 26238.2558626425 50680.3703619975 28888.7785620591 31784.7374817508 171097.487483457 111871.057754123 41913.1672224907 64703.8850883931 59793.126189359 68510.9817788492 50099.8067906911 58992.735736396 45271.1519784033 34243.5319841935 32330.3052122719 13082.975295561 26913.6304599192 79929.8062243373 37711.4119552167
"97" 251063.1654638 156704.097296712 36065.0379420866 17874.2284038552 123213.155671846 162306.372077075 124723.93154827 3484.05429164812 64318.9632983417 74484.2907233816 24330.3269980282 31330.0723891103 13656.4478909222 249419.792541773 340908.516380001 137240.313086633 72495.8422829828 196747.00175545 300945.165799275 138760.827592546 86371.1301182381 29955.1619789811 49712.4451119217 212716.509463606 164768.046610385 88589.6138425963 24376.2351342734 2021.99938517291 7503.74733211947 796.848497718781 24543.1777625581 7356.48399758351 11148.7406258998 28448.8542458084 8438.07527967292 21426.3316796877 117555.608767079 76960.479056234 26945.5808551406 53705.408824862 63563.6499640525 41481.6359347256 13802.567569986 111148.620341261 128245.74646076 82590.8616384736 40485.1167745565 14109.4027642099 26007.0111651741 78480.6704784967 59631.6117074427
"98" 17184.377840633 41202.826183743 28980.1979833809 9925.0224259817 47579.4808312696 58533.4036731506 16363.8268008859 16990.8353927809 85166.4407298101 67779.6017037763 27283.2308628431 7938.61689864309 11124.1313354067 70802.76550058 100821.024677348 123804.950533049 214190.752157947 187561.020249871 159424.179460693 210607.16787674 147532.425457101 22421.4347907763 30888.9522430315 157466.965110499 194738.099936489 127299.364131259 24579.1663368557 3350.90096743804 21209.644608839 71939.7396678582 104368.461595047 20152.8126467341 13477.5833577886 19617.8949930129 5228.05810815996 41197.6298887955 127439.202094463 119164.124611848 76285.2440208491 108111.772960409 116449.622334169 70996.6062861085 8294.66251560174 61357.5549590255 111978.429322171 102494.190640201 83995.5408662765 75769.3764086361 86546.0185610701 72683.2202282101 48808.8928118828
"99" 37334.8667079283 4871.5693268052 8673.64032692212 15850.6697118946 81701.8390482446 82621.5210413868 56401.7586433852 62487.573883966 54191.6661536103 15874.0077496369 11415.3946320152 23652.803715654 52516.5824200383 87256.8698443866 79265.9784685318 130584.732117661 299533.132491843 212850.5492794 62884.51536771 158931.545957747 193359.669228941 45716.178003884 39766.4200441283 141617.75865363 226111.794808642 122989.745363157 20422.3298896041 7772.17475651266 65944.4305871748 177885.180305649 195676.675828198 24719.6459191042 46833.365920608 96420.0942293566 32153.4671103261 24431.6170735128 123624.554520734 168632.673222871 164637.33003476 193671.604401464 163301.491998364 69353.0523535146 4846.74822459716 22380.6762448559 54329.969113861 42072.307030231 90496.3147004773 168449.104499125 154647.490233009 54732.2554857238 7195.78144326295
"100" 41702.9101964377 10377.38460113 14426.4067027717 2723.77628193333 64597.6997894952 108045.257891484 76475.7654959818 63731.6693414527 84765.9845602708 61115.985008118 30153.0415467883 72980.2803894361 106054.595271368 83457.4622577022 40213.9464994805 130098.460258347 377831.426661314 449723.956070335 301499.241972462 124097.746234603 81312.6231993977 57792.4180034649 128972.433489267 188735.228733616 216310.963863394 94837.7291054179 1395.74698142361 38903.5425250069 109099.697376919 75452.6402555651 147204.386050001 222146.661190074 98759.3362363358 124483.800895104 62089.128946085 27440.9853792407 248133.050606578 360279.111111313 298447.89576924 220870.135353964 138803.195296658 57664.0440167822 9357.95478362631 17704.8936561169 35638.0701712083 50270.2456409829 31485.2871496555 81091.3620172825 127318.89923317 62944.282077861 1068.41356211012
