"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51"
"35" 186517.699652929 82461.0532714613 331148.43998984 117646.805821801 1553.96241414885 90907.7591828883 461479.88612626 761590.07604504 1084435.89505897 599829.768438069 118205.967033692 569201.626020672 1753043.42676386 1589859.25720481 803433.637847521 538279.785066284 458841.689647757 940976.53823033 1424233.94112016 768427.86298478 126153.954738567 47233.1068607578 220626.215787516 322404.18434039 167791.335970744 139833.125162877 217028.038182514 95946.5450603515 8777.94533128834 44882.8343513073 34116.9404791463 29641.3897144091 45626.6827709078 74160.7227718451 66316.8183219587 16004.7088872844 408506.003831286 359934.272505045 38341.0330018075 145897.706113263 199809.912032384 145067.601839857 46449.7832027632 19756.3186796308 109844.272939418 358597.990668889 525493.177136598 357756.283445854 325374.068385069 795944.635152696 558728.448000421
"36" 34665.293812857 82374.6118506259 503653.866543693 476162.180128582 373721.66854389 331146.499156587 365981.868407273 685062.802026644 779474.966499273 387260.182491002 36064.7257979831 120228.144098246 812136.383411534 969144.706519595 574859.66640804 346218.070308853 162863.262685662 268961.233013161 731984.149180152 548542.138154515 114194.539645949 23467.6000707843 33517.7369965825 35638.484954644 19673.16007729 49006.1171469188 113419.742662856 105834.041503409 16675.4882731889 6163.56583963854 12073.7912609205 9021.19793977625 36068.396043549 224758.967699924 312455.974449647 25291.8594780699 541841.075785551 321364.568472855 44976.9155729712 145368.026633532 85579.8493813726 29568.5835685437 38798.0496422371 35522.1700730925 126690.337135983 205730.705369683 62441.0738694493 468209.419035692 1380189.94114459 1861184.8088581 710375.091993407
"37" 40245.9379622771 267019.921999111 800828.254318852 817443.677805547 515522.006163386 305960.245068688 249465.963883144 398540.883153863 456390.293741187 212695.866751721 64740.0419577232 238221.584536517 483227.476874188 419869.161809296 228695.071587959 67380.9208433537 24149.761915725 244856.806828635 670385.495817491 516929.883114565 147186.644717071 16498.8390431961 4512.75007274435 8839.60127955991 19260.1381171516 27226.3775435887 85865.6092053507 89984.4615156995 14536.6350260788 4489.51059182387 4924.13088441596 4703.01193320312 8302.32805633949 123074.370367903 431584.949012939 45447.6975571639 359661.692229078 138206.509962264 130011.444681409 181145.70076777 6834.9201030774 25550.4980845882 53024.2162556565 21855.960821558 258789.395460356 601345.127305072 733792.480807204 2587496.65926404 4996286.02178092 4906252.98314138 1892509.64164827
"38" 38102.4785988964 310573.254342695 840618.238308586 910978.683011957 485968.378475226 110998.80104191 29889.0277225816 145167.037575104 340794.402450482 352692.633418983 307904.250384794 265857.454192059 158462.621806032 145743.533358094 156103.526296378 57193.7027639069 43836.3531399297 243112.513047392 543040.281382874 358337.02584574 155631.225021068 48648.2875322116 9055.12675518409 17117.4187427078 2051.15265771094 9014.28376203851 56878.6326169986 49628.8573209431 7359.22659957805 13711.9624877202 9072.05815853471 6346.25915098499 51656.8853419421 7297.16385799758 188984.16879123 69684.927683726 175090.757551801 79885.5504576582 100343.656183768 44403.5623643503 79190.154078905 123327.868139335 53969.1884368716 15552.6205464681 668223.543587347 1913294.90469171 1831953.79629284 2588862.71490793 4700312.07517323 5211125.89760882 2166096.36219527
"39" 228096.095734792 393627.660848251 724578.755808126 598619.236710379 272579.657213652 199410.883517657 148363.272771544 14303.7538834644 76745.5164765708 165579.242829162 165913.489905273 90322.1737738196 1053.35583230321 94913.121507982 192798.152991533 82776.0823365976 12819.6000889406 46348.9828812609 138611.402113009 119007.622366235 167934.99039337 77238.247508106 32877.6711695939 89417.682046639 60517.5997753051 17827.6647120507 6966.30682365419 11219.3374842233 25851.9921415618 39211.3344666682 12806.2938720602 73.1823144135296 6373.27950542542 6943.55821954654 34981.5353051317 39637.406070726 45951.7567931253 264.759729711704 2941.87670193359 117685.376367901 339359.719798957 149153.157127139 15951.1659691451 5830.26930083417 326916.586039696 1355080.14366627 1433909.30014126 1222568.39228261 1458062.48258477 1723652.7430045 731857.01243048
"40" 947244.12846053 1030395.61352493 1303197.03804464 1176259.36361372 1032942.06972948 1273830.92645968 948636.851575017 317629.803466545 139811.515808732 111723.521161108 39017.8244353973 12746.955765453 34740.6036738346 58000.136456241 101848.694973901 66341.3599778735 5732.10507002439 15770.1790273123 47817.1655941401 190871.52914884 253738.905280951 63196.826390154 14214.011694317 113906.665577913 100805.355964275 18161.8254884117 3943.35280066471 7342.10830771673 1382.3690708197 40824.9759952638 86524.0071044631 33430.5832122922 8585.91838738439 52521.2920842704 8584.65027475974 19905.9426307683 10744.3598476598 16941.4686225738 17768.4829052971 107789.588526675 190014.098208024 23821.1593513699 30409.695560368 6281.59312684812 40320.9069456442 228552.649343346 325175.043252135 359181.149206506 353177.738077214 265277.233857923 81610.1690388443
"41" 498669.036625214 310978.77243322 430484.56643977 636716.638970809 1537853.03644416 2867759.74654118 2474813.28765845 1017841.47756759 370960.145160289 230834.663633567 53714.2353163028 40751.971225726 184576.336933406 162138.787804158 53804.1749125265 22553.5870684488 69039.9414956414 195118.271578879 395575.419761376 531124.894976311 336985.738333198 62165.8003333298 11489.2827725504 124410.651050247 185787.548865645 89552.8002916244 19924.7565744657 2823.84033816421 1633.60723105325 26030.7113582233 101414.996010982 111351.580889284 1354.36335366959 52540.1032236711 35907.0237722315 34683.5184471834 30823.9807416447 19436.0294268254 16747.2148820512 62296.2600639567 37215.1367990675 19614.5715659505 82267.8857455228 43991.6483836167 41414.9852505219 90024.1444242159 204746.853990436 302602.548869328 228369.092792969 91369.1091432059 100565.784217994
"42" 497866.911824641 317676.808745353 195308.996350504 1699923.31338623 5787531.28421767 7560734.87934656 4862728.37572014 1899662.88603802 656216.746705328 214819.896220905 24116.1452000647 92979.7312316235 222112.428504558 168623.103324692 77604.6642826789 83238.9681380489 201626.120560974 315800.425987836 392519.892852047 334055.854099943 188283.710329302 144221.873113977 97350.5549493143 86554.1968651205 138514.809960994 97899.5091209926 48605.1031803506 26870.3797779726 917.161374503787 26215.5804508314 59876.420847975 94454.753938768 24075.6554473661 6505.67658804782 32713.700380577 19123.130362184 4793.07062155969 57161.3694612808 59450.3070145259 35591.4619501976 7925.59934505681 53768.8277443026 38476.662515408 19484.7900275373 12125.0648612986 24900.0378365091 130350.462998585 201629.760225202 88317.6366541445 62672.0767566369 188058.103937755
"43" 1810777.06329465 1390918.63664877 2005979.35948229 5280157.24611892 8305000.30669886 6557759.94628612 2877305.80196741 843729.837617482 196096.381276168 49423.4250910343 13128.2935215361 120405.255821139 301464.857026995 238753.003639289 65813.5367568519 42287.3097779002 85936.6911154392 68080.6580642509 53144.9393988676 51440.4118356647 45837.2091795423 139974.875278468 170549.616503088 72564.7077734745 30389.0774234768 16526.7845123875 18369.6916952659 43022.0007680997 11374.1746552545 14830.6755630768 38691.5848351591 98713.9561284857 128567.942191684 66644.2333347211 21620.415303756 104469.559135208 17618.0348381808 28679.1006477633 55409.5172920492 6437.78163344238 24888.3387803333 27961.0370251295 4728.05129006284 2675.3323672009 1102.28263929872 1759.48692473324 46730.1196581882 138689.886919122 91945.3524994292 19882.4613085136 20754.1168502081
"44" 1163957.15093582 1101362.40580708 1282122.84050705 1582021.60457332 1302621.82481741 862984.964729734 754760.007051535 454497.344631888 75579.0483114589 670.258560813132 10260.975969106 122244.133621242 329282.860346394 332029.952015953 182461.366157526 161685.163342903 226444.662534102 182890.100678177 45624.0255004711 1975.27526626528 15133.8989187578 2347.0226150841 44569.7213144101 49348.6716401041 33232.5636489315 24831.0218049178 4435.55623814609 46278.777044887 32270.0953929816 1224.47456809477 74997.0501843776 194696.447758355 325484.007969935 293969.613520958 26189.0772612311 7592.3778228232 2463.54353476725 29505.0569649695 9840.42550041183 93386.7818583588 90523.8955317943 14187.505977782 61733.5049083496 54788.8888255099 62239.0584269923 160566.312503427 144650.633247188 41540.9246627221 51961.9580280759 72580.9882730732 141692.681787823
"45" 136879.95593853 123382.771822573 125031.365647504 80685.6071425024 34625.0430423222 114525.815509427 113427.078827689 24263.6407530182 20355.4558401206 42770.9309630338 39911.4880305946 170236.105921683 265071.346543175 172819.400105253 121584.403179863 170891.298696319 225728.857533957 209239.492301848 104335.911008779 2849.61961285784 36619.1275894582 51047.9797701436 27390.2213213465 4215.8783620164 18837.2267620156 59888.7919753744 37915.700056447 9080.73126291142 4146.70733295179 4266.33650981878 130801.730996572 231404.711520295 275939.051992183 242766.645082749 129412.988846493 66431.881209407 92597.1022543029 31383.9696292358 142759.626054726 521485.446756668 136098.742068387 137238.400056303 221833.018228025 156239.735459146 206437.440375523 548934.72522147 790968.324827406 645007.865281673 449223.822696663 115026.700101734 108558.441474895
"46" 102811.077945168 16441.7310979352 27183.2138564175 67461.6337928234 100818.556372662 208725.25641342 222464.321349391 89654.6898525043 53294.6463403425 33395.5633161017 24842.3847685985 120577.607362499 179434.443732132 92011.4139938373 96150.7648180949 134138.218761625 92768.4250489296 41017.6857524499 13547.4649337978 2787.96463634081 48045.7131278457 79304.0109014411 29139.704978318 6876.32727732505 29197.2183350162 45285.0095711704 43818.9774029692 11123.1687177942 2501.08101946484 1308.69422236941 134341.963938554 102554.451765773 127479.527485945 77401.967540961 328770.703554657 124602.933651354 284863.811892904 72731.7891826446 456534.993637586 1427435.97497727 266187.582918772 772250.655573786 849801.73209453 487820.83262717 736828.971904864 1989482.50663929 2578085.46220359 2174670.03653943 1325264.69598504 222690.808923291 86107.9053665821
"47" 15201.6212958687 21468.1105586063 36113.6579344236 2334.38923289271 41060.3233396681 149662.15724491 123427.947865688 12022.2866064411 30189.1791785591 7872.8073757712 13484.2307903993 29892.5121571806 56909.05572771 22515.6595033931 2595.48576834372 25529.6156066535 2945.55827061083 26941.1567324011 44540.4070670275 45436.60566309 86744.2726094127 115931.891486242 36859.4695083444 9933.73455418444 40697.9800721766 84972.3116400457 111302.909915742 43974.698441804 9118.79706169973 15232.5008186212 66414.7210418554 78168.827553808 211446.972841937 84986.9459608737 364720.976613775 219868.033721011 534855.617731605 331333.812409246 360994.19272529 2331491.54509165 780732.567263123 1023323.16550002 2057052.17157844 2167551.9319234 1870588.3064406 3887338.26794147 5231563.41471148 3888347.13065892 1844156.50010091 275901.860534391 206401.182267407
"48" 42718.2989213218 126010.4247902 122269.54399803 61404.7912838519 213248.336531796 335636.619702906 220388.710465468 15801.6678948959 25766.6292666164 14680.0802316811 190670.568295451 502728.661822472 588838.179270927 459917.215976041 207692.068488538 80703.7756332674 108797.544278544 224224.162328933 232394.686151695 136971.037940224 101106.399499849 98529.9207274311 21824.3561694273 21851.1091288683 83496.6555390213 164070.642973249 173259.353891916 120767.635869945 67239.9637788646 77308.7001452104 3967.72090830696 72234.5254223256 101343.638599363 105814.124099595 152887.900069732 228807.736704524 339665.658750835 340394.001410464 92914.7272392356 1427039.73082025 857464.831162215 487934.55034525 1254023.38885898 2563570.58779605 2386204.58895648 2890051.44622733 3549544.89816304 2105470.67829581 582205.901216776 22477.0501137183 85274.011593357
"49" 38903.845538401 76296.1697114939 64036.4717911056 48226.6801760332 262582.724355009 300890.684128195 138911.725645128 10048.6352419695 24117.8120984176 83096.7964049177 515362.885080107 1236815.64960312 1641238.2549044 1460513.44435599 951081.209494309 624836.781906951 515997.918150071 426905.907963698 289824.303721035 177586.112329366 142233.64588491 188907.729079184 178561.636090138 134955.728676518 101446.912098408 115155.396421016 149157.4701453 163640.119327866 178623.282864196 173370.898290743 16029.306524466 45388.7919834461 70821.156836726 45920.3848034542 28809.5837813988 46424.1310115241 191429.948545073 141673.712357102 74629.5020222264 507985.887050373 261569.38248425 246336.837720592 435876.556632449 1200325.30146921 900362.992891948 971420.463399637 1032382.10747772 516544.490642447 69848.8724674289 3640.28015309319 20489.0117279334
"50" 95972.1702956513 45906.2165362679 16526.0357676248 37511.649836492 218988.966519472 238421.920346562 60255.5593670118 6726.35195006228 81423.6990918377 196564.060396012 1043833.21621904 2139413.38127476 2769227.86140307 2554865.76056453 1876427.44051706 1620659.75450404 1312991.81232831 696103.261113979 263443.797971901 91292.6164692233 74001.550587757 290782.327114582 371242.085444097 188781.380173416 30721.2031652404 17455.7000039264 76400.4917489593 134953.669382619 173027.610409112 234005.066354942 104620.826126655 90838.6586697642 102104.73383646 95097.6988881464 37041.5828652394 18664.7258157543 167982.394978808 141226.952592053 17763.6359594009 92083.2320922839 64678.7061977517 186126.055763346 260919.48148774 800490.202051111 315380.185541376 453367.125271714 262707.885079468 410022.026348431 189255.068256346 29081.2158543874 168556.22716228
"51" 106849.752486125 121476.4510795 42948.7881741265 25408.4951419372 104455.675774598 173572.278147414 86059.3843307705 808.768252933624 114836.444488429 163630.086847682 817122.309078236 1931513.10209838 2331168.97402197 2026181.91774145 1895110.47676355 2074632.10120632 1508993.64068397 596637.067079869 230565.31376884 172247.236951956 18454.8279521409 131055.909765186 282661.107458041 225657.632460244 152112.991346532 139269.465155858 100555.497169701 113252.292989027 171479.965912703 261183.966373662 225683.278370623 113750.205216752 30009.6222122239 92463.960744283 47689.9896323809 527.040788860084 18833.9988786453 58467.0861851666 61151.1051337937 47301.0664755967 61531.5585477324 188012.618322545 124244.461233266 301453.399719511 92883.2481016233 179405.966638475 13826.8813849996 364732.669925306 538460.573599674 285175.147857588 500261.463387041
"52" 31421.92693705 129738.563629621 62282.6529286541 3745.90857277103 314.311626762324 18709.9512223781 36773.9066351543 4258.83732061794 16461.2461574236 28748.1171127947 301330.64008527 622106.308499731 631206.188500322 568814.795451057 643945.746539793 663823.373827059 423575.375565239 206492.688408487 238775.96130526 276380.954920997 152789.514270389 106854.214476896 22395.2068659895 78593.9398176486 399692.027329933 564115.225169605 459881.765972898 316299.272206534 279746.208393409 261830.23644497 249449.95193768 131371.496677895 10287.6075640363 133442.496317836 90089.970617373 82303.9868170556 68102.4451469402 61704.8253648565 43305.8918733518 160413.53535825 70219.3007019498 175333.27397125 185002.359269375 15150.9288778415 126.076413233388 70396.1992267822 25326.16826638 398791.048160948 522506.278791296 192804.270885071 363886.706861956
"53" 47856.5461503703 296668.98884766 218220.739927733 82373.1936319277 50469.6604439982 14650.5771851992 19722.1330916667 24487.6036986517 28446.5345246252 182997.231890457 610965.181734257 469056.963922747 142293.80336832 77137.3746427656 85475.2392984333 13262.911590761 55518.0257884695 183859.016582214 301989.71962765 241145.691882224 96276.9796503801 116509.831509713 233633.385556088 121512.869123341 149615.830682121 372954.893613074 405168.252498524 293655.916316688 238661.800861069 202874.063476624 178027.360715381 129225.190289651 46884.9090748236 149301.673654557 119961.628354807 210198.23425961 121164.699290081 116991.107192681 14237.711836431 161935.169230972 90136.9687343801 107978.491098334 324990.888821306 93311.7871988234 74326.4704487205 104887.762744628 227700.068722571 761794.521245827 797593.545638171 200901.905434998 94412.6918125807
"54" 256830.90800208 529100.833585803 408939.117024583 178007.468682292 108995.527555048 90562.268134646 113490.606760655 93687.7091659978 48805.3952680701 232018.21029852 990246.529426672 994682.416291911 268170.684830938 92539.9458661221 261232.164969307 217813.25874343 18096.5431042213 156276.289690251 262283.913928227 142543.090567947 1181.60203571536 4900.23493000126 38321.2507287173 102798.41324508 15322.9559712372 70051.8466618614 146747.120141454 77066.6366956945 45137.5296247157 100233.482383122 128697.121955933 130115.971891733 144487.860290178 118549.131675223 99972.4246128334 177784.761014671 118094.930952258 87047.8306981302 9977.49592036953 90911.1837106322 127166.719005091 85663.2783991611 213729.876244782 273268.465678935 307484.536379819 245716.354157455 248799.123481013 577485.455635437 807474.474430326 493634.583218706 62628.2927738347
"55" 416124.855536357 423283.646188737 250941.722567227 121702.922454426 108199.416457891 191934.227580298 280095.889415537 179675.528456216 22099.1116034964 64495.272667846 327306.011647969 567096.661726627 293848.117655684 53878.5051714397 164098.628930853 369572.107226942 87779.9159974859 44747.1980855233 147818.659442181 159216.50038901 124437.231332399 103931.333539406 48991.6672962317 1508.08616377508 2897.18252158723 66564.9216213797 233583.316593023 194560.262140149 30131.9748970727 17935.5062535179 107118.811585436 251322.907048301 347959.703273815 190119.666085529 101180.864867496 127771.264130743 118812.471474457 72019.6077044709 75104.7234889607 174025.212477509 148792.581143135 96594.4581849696 122889.907994655 236341.53831292 212055.455798481 58190.9407412112 127247.699480452 732673.816873923 1594946.59080893 1363391.89494871 329313.470308544
"56" 191773.664564592 163982.262274958 87715.6192903325 27854.9494247657 9361.00748338766 105336.365410928 230266.489524031 162529.75276702 24470.6961797932 48280.8375403741 129456.76996994 87806.6592831099 29647.5399769894 14362.957314782 34415.7946316377 178926.017150834 83723.7263919211 29308.299054797 160062.070305278 193968.82982913 234436.026462227 117304.050742895 55968.3228506414 58436.011636511 9543.03093009675 18132.0610843672 123901.797384031 186604.947744796 70887.7405068022 468.627197725932 21279.2857355998 115393.502699176 249302.867402598 186610.007721791 145581.628117916 219874.03161719 226058.544316553 125022.049219222 110037.310020162 163033.02054225 122172.426892737 71528.6655645065 102592.066042924 150644.2204609 45760.2773642885 50387.9446199461 287370.820207798 896296.190938402 1799123.7264012 1607842.36662866 540959.109524549
"57" 89405.075083016 122920.540436254 74971.3525644534 13440.3455918237 28342.8833439467 177160.58084881 187912.643382576 54084.36120199 6101.61529749765 16479.6574849028 30638.9599143507 52746.8622589484 20781.577509716 14147.6651856003 25255.6930385417 78592.9260638887 90516.0481353477 56825.8780389273 103340.528450046 34700.5407817736 111880.570743136 112613.725785443 32779.6401064899 174379.343962008 78465.2047370954 11787.4728603703 29695.3136646933 68473.4598249413 49331.6909315463 16945.8617175064 14857.5857372767 33910.2115484646 40838.3148129476 45190.3654976461 35859.4808119445 96839.3321728553 157640.863659699 169958.243364465 195607.219467769 166942.83357704 137529.785183344 87207.6833076554 76899.1911429019 77786.8393240357 28747.4006215029 131316.91522087 209507.611269701 279755.051326794 496886.586104103 558033.833473213 163531.616556593
"58" 159206.600214454 233993.834936243 252175.553463021 188698.674322526 202553.21998134 426305.077222439 469470.248758499 260813.97980223 145539.294787152 103978.58997604 40784.8043971735 22937.6984762369 21390.2754608312 5146.50343045524 14010.7076979607 123842.13090612 259528.32209642 168196.061613906 103564.365710286 64024.8458540649 5461.85064677121 136894.701539533 44371.3529225389 88781.2680520036 124446.87436848 47488.0881775089 76332.7820778194 122990.301958875 101533.378760801 33267.5463167441 17366.9044508715 53630.6079067078 26042.4686105841 78953.7253477694 84035.4186692977 18499.1192588869 24975.6944527077 179340.988471761 309626.603329726 222498.285143902 144044.441070755 57960.8765378711 69815.0404367151 45485.9692194446 55090.4490607602 147777.360727077 130757.904429925 136138.561624906 242799.645526974 433420.67489403 431907.620960294
"59" 43450.5248332592 112674.513180719 244044.630133826 335003.433500155 221010.018737973 173040.72330446 294222.353049787 278445.271071428 175862.918721035 98654.7859459338 28826.2765984019 10062.8020037294 28331.4629209824 48855.3138676058 38535.681471909 80677.5011202847 193601.203263696 165829.978675987 163959.047117845 345891.630162085 200357.253426512 8875.8363258772 65547.3072665625 1698.87638576848 63928.3598679793 84717.2672652423 127535.294591333 168423.966522897 147190.418807553 64929.6325472521 36368.3610554066 129966.548595477 192798.328283887 245893.56906508 304730.315994256 222166.04542059 44623.1717044585 78261.7411492467 164264.602395901 84942.5393455522 61288.9020548623 14827.2283059778 98440.4574224374 69459.881654561 62288.9752419649 220013.40196718 228550.794606269 283921.479142733 428700.834759601 724846.749467656 963419.5623886
"60" 111246.319580947 87887.3547907334 348634.85620568 579747.473968725 235757.804279261 60549.155461794 466734.631044404 453415.62140462 156425.708876547 32215.0034692236 51787.6012006805 126588.756912524 209450.651823079 265354.260874675 210182.903426611 143700.556251301 143925.463067348 125070.106083944 115738.651644021 261010.409062413 313897.826822382 55193.7064425668 6416.9183541658 4616.75538333226 49327.4305554689 133482.347818427 225862.566458154 271647.379804868 275086.085159448 198573.46904657 51764.241368898 8255.15594082886 78422.9665628416 207226.143558973 367595.29091394 340149.647367531 90285.3787458362 6136.34096836725 39266.4208918554 12910.2653220792 33419.0968848998 34711.4041721628 116353.835824252 95122.139461987 15624.4697137597 127743.27596724 183572.531567181 278478.125555569 311191.625251967 508944.494255976 971431.695063197
"61" 769290.91565831 645814.87786141 1273614.95371817 1588829.69913928 524637.386027366 619115.787652507 2836910.23032442 2621106.45150043 694886.531596479 15593.8080008054 88930.9258783912 200318.977366128 247574.954711134 259510.712484278 239431.331540735 150904.289907671 77171.5519913633 81429.4032831735 107143.420006188 114497.313515836 98065.0386120512 32449.1280939179 4984.15413652433 6938.47699123915 7673.36936247525 35008.9101326838 134577.51010787 223436.942690206 253781.07081721 241505.975500751 155541.706187011 87457.8619591036 49376.013365187 78127.347236136 172398.330595408 147359.57614087 33594.1182758159 13485.2241355062 48533.8684483079 62680.5970664269 120965.622990564 111315.936605368 118397.660443232 90451.6992570693 2059.50504662039 3014.78466988945 1777.20191185728 43719.2378442273 118861.56171478 257868.863174719 618370.592136491
"62" 3044285.37652627 2885066.25335599 4187018.53023144 3943666.97137751 783035.529152792 1065917.12784779 6197694.62515993 6543437.6513226 2806662.14081921 490665.124397048 1750.11416282424 98403.2184903158 217185.879391623 225266.609886939 168909.026460784 85033.6882935208 24946.5874993231 27827.0108317999 98682.075437031 126872.615597387 76173.6401553771 42523.9964678755 34040.9008618393 33083.4309279847 13389.561665125 4952.90176604062 9144.24342251623 84209.9400808746 144654.241830763 157966.786708478 154697.964945826 136333.196400961 70069.437823479 91732.5502814441 131052.290738823 44152.7775063314 1036.86478453998 40308.360598119 57835.1116427445 78620.1498986185 148474.148300135 115697.98514398 53662.5075857679 72254.7530455092 67443.0788980098 63040.2858827003 78305.5301977085 53246.8544705254 53492.942824919 115541.122405935 241738.837508904
"63" 5973795.56308985 5756704.61349595 6320892.974785 5004612.7778721 1586559.22075668 1506859.09786383 4674927.67828119 5377722.91280718 3581266.70312429 1507342.80266603 350296.543264687 29343.0395354887 119496.87029596 212535.462192266 209881.898447582 105804.005345264 24481.7569084766 12319.5214241437 53935.32265816 94866.7004991044 64343.1176074651 40912.7136998791 70253.6338431819 102901.216523373 37684.902519057 15918.8352682241 7941.05444172696 20394.3736190931 86788.9825287941 113792.591282835 126268.797017769 103262.569638884 35330.0813287739 70579.5664160112 97127.240078737 13033.7696085465 35261.0386449706 113040.878491878 58002.5122718723 17001.5791159254 45088.1725106225 59717.8989731798 45825.7549341209 101360.641770823 181714.538463079 218931.740287294 222595.590160841 190843.541784571 153597.62655412 261370.684609685 548350.777814337
"64" 3335547.44208935 3114251.12145247 2801970.42184967 1700877.8896213 617291.315467921 592752.551752124 1254740.75408459 1626047.22424343 1573996.89678039 1140695.91544615 505680.761733204 82789.7602135703 13770.5881871089 59444.6016958249 117382.141732925 77934.0993746342 17020.342178795 1279.50163733659 12743.3870486517 19572.499449798 19072.717742809 17429.1049193617 53668.1012650978 184220.721531184 118569.817810336 13109.2131143669 10315.6323826207 6174.15036995221 54060.3472455855 72396.1776732218 85857.0942905406 98870.3253534768 43810.7348338727 42236.8765059464 72993.2996456923 58683.6661761638 88356.059843854 159608.838984326 128101.281528864 51959.3741092096 29837.5713968864 47452.2887440926 104088.183220481 210645.990282751 407720.659643808 630325.064118472 689057.121329904 543999.051788621 308209.03055795 282016.451936006 685317.159088244
"65" 440024.364631344 362793.440387167 279876.853667092 98368.453656709 7130.77098948022 267546.170566154 553329.283530158 528211.586126859 437588.917325843 489093.467349917 472840.502111178 211865.868436778 20275.1122370483 21076.498746735 29316.9870401479 40360.4848714082 46379.3051372642 13239.1626308654 7076.54974299046 41441.360897131 111038.085745974 158285.225523669 27698.8270412784 99080.0576343872 152582.145211694 34166.9034636655 8684.03642200878 22165.1713763742 38570.2794442687 11875.6737540414 6442.30227254723 26644.9780369985 73437.7266130192 152077.570704013 190129.083104912 183354.477005647 173476.087086 174145.525259391 174433.825627543 130782.209766698 88393.3601310249 99577.7857344039 170628.519107713 327955.48481193 668109.557043672 1084195.8603549 1106588.73158897 692948.496808664 235766.724230837 43421.0553263903 256125.143412668
"66" 227457.909135232 417925.916651849 375314.56332536 172973.859060808 115358.519950592 403981.88365146 398275.39291864 153979.56046198 78391.6837965942 186344.981848951 222676.995487787 107769.962656328 17050.5759943073 26448.0023861435 12035.7640449068 8118.31167923317 57305.6361832494 26652.0861509139 17695.164044725 76928.0013188967 111223.488927731 157930.657419723 49013.0695538977 39893.6254075156 120485.93476188 36151.375897143 17115.8938795794 100614.83062489 159909.560951666 78691.4910310125 31784.7326225243 1622.58707296921 85080.7754585127 292951.261577882 374556.813229982 309314.355294063 233993.333722004 211234.956415434 240046.694642464 185985.652460424 58015.230598012 35609.3349592169 62694.1207549903 155366.860860355 369471.858332107 599194.988281507 564342.132505094 365539.996187468 174798.142336787 47426.7769569682 52714.1584180305
"67" 113477.737457105 341217.648972155 423629.535190092 279501.315037106 87116.6148351908 127168.4189955 96999.5137476101 25858.3765450678 41334.8092204155 170005.457325277 181350.925789532 80342.6140173334 15659.7873987095 19754.6924387132 41854.9786398534 61095.8148677534 71165.2383323373 70029.4508453631 4398.80755325002 120702.105117104 135421.946879317 109315.421594249 49435.0701312899 29113.0870224052 53165.0188319591 14098.2089777595 6807.90483474015 63446.357787645 242349.176937887 246783.243087218 168122.640430905 48086.5236473623 11700.3599436317 112516.524537547 199409.525313216 196034.827685926 124114.810571819 99476.7010198697 187564.234142974 220062.290376368 53390.8810233146 2950.71115858539 28065.6730774679 39509.8852892467 110617.07953493 249297.001746544 150954.46322863 22225.57805663 85590.5760250488 245531.697769895 322232.80636318
"68" 285129.49120273 392491.683788318 288410.487434757 118212.847854474 4706.15198838242 31252.6277827784 64949.271131512 140456.48075352 165402.32543347 178104.486801756 129744.255750373 68803.6583181762 32632.7947576605 25736.0964015686 30018.2207174657 42274.7220726684 112427.778340643 221722.345198903 29772.4827180907 78046.9851366673 126715.633754671 70415.9211732845 23639.0707100686 8085.6733783773 709.102936404026 49010.0467008783 77534.3370301616 9245.49649972934 167987.257325326 357604.869311889 322535.40831918 150463.859645385 24105.5196587728 10197.9333803969 55234.4753883653 94386.0381690459 81624.3062124277 38914.7543485661 84473.0365757663 146392.407216457 32499.1613711933 43347.3072636195 112573.673488271 106121.143357134 41813.3774805068 376989.437729181 287610.134080578 20786.9171764689 106497.213747946 267178.037298643 241971.714145628
"69" 355749.191708689 400218.021140736 113839.126960036 1810.12119721099 103706.48642083 135416.013061323 167135.051494408 412325.245892443 450525.697062999 196138.247710062 9623.81051562268 32318.5878251523 63536.5621349021 20164.1638886025 6333.46039787494 13233.8499527411 96486.7799003657 329206.566610368 104804.795736616 73567.1912941104 242099.227327649 107677.853491374 36040.942912902 85369.4280385815 79931.9252742388 122589.556750553 162483.206452312 46305.6172709262 134898.921465323 410489.706530971 463915.826188611 255991.513090697 77245.3408557707 104807.378230472 234959.559696403 214848.293479555 135417.213573989 28188.6359353068 55617.9619284098 127787.616777666 59738.9699363418 140993.357706673 123629.278207489 427587.285148569 31520.126644943 228329.320450694 259181.23943251 1460.94287513664 202680.302357572 292297.347409521 109173.989937732
